#Steps ,and Temp, are followed by (rej, acc) for each MC Move.
#(nStep, T) TRANS CLSTER SM_CLSTER FACE LOCAL DBPVT PIVOT BR_ROT
0	1.75	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3000000	1.75	93905	673845	392067	376362	739755	28543	100620	27609	76358	51246	45812	82360	11605	64900	1388	3845	59454	17143	72852	3907	76137	286	
6000000	1.75	94180	672533	393207	375329	739354	29149	100123	27344	76955	51316	46349	81665	11927	64296	1450	3656	59921	17169	73229	3792	76777	278	
9000000	1.75	94305	675183	391662	375092	740072	28560	100268	27543	76078	51501	46548	81312	11729	65201	1455	3554	59985	16624	72845	3702	76500	281	
12000000	1.75	93564	673558	392956	376248	739215	28556	100420	27606	76493	51190	46344	81659	12071	64552	1411	3651	59973	17129	72956	3732	76429	286	
15000000	1.75	93608	673548	392001	376277	739346	28769	100122	27694	76525	51726	45530	82385	11218	65575	1353	3860	60092	16862	72841	3848	76548	272	
18000000	1.75	93699	674726	393337	375762	739516	28177	99611	27731	76227	51584	45887	81519	11842	65107	1433	3698	59463	17024	73089	3874	76413	281	
21000000	1.75	93854	674174	392012	375348	739688	28481	101096	27239	76749	51060	45890	81410	11613	65918	1394	3836	60135	16691	72598	3919	76626	269	
24000000	1.75	93591	673212	393061	374863	740924	28777	100711	27220	76301	51027	46172	81848	12028	64557	1371	3743	59930	16869	72636	3858	77029	270	
27000000	1.75	93009	675223	391757	375916	739566	28089	100321	27441	76127	51884	45455	82984	11172	65217	1378	3770	59970	16926	73308	3758	76443	286	
30000000	1.75	93300	674041	392891	375575	739110	28401	100028	27617	76756	51638	45717	82240	11324	65602	1485	3776	59738	16951	72866	3869	76792	283	
33000000	1.75	93748	674183	392986	374516	737459	28870	101281	27678	76253	51577	46865	81749	11893	65165	1399	3605	60034	16822	73008	3994	76624	291	
36000000	1.75	93939	674044	392348	375002	739968	28735	101059	27781	76294	51034	45821	81991	11625	65096	1451	3646	59980	16674	72699	3766	76767	280	
39000000	1.75	93524	674970	391263	375864	738831	28457	100693	27675	76396	51780	45642	82060	11302	65397	1376	3689	60165	17049	73213	3810	76564	280	
42000000	1.75	94153	674606	390926	375823	738572	28773	100928	27520	77403	51223	46266	81356	11501	65339	1535	3640	59711	16980	73015	3792	76658	280	
45000000	1.75	93812	673958	393288	375377	738817	28724	101019	27557	76427	51119	46403	81546	12034	64696	1532	3538	59887	16681	72648	3936	76714	286	
48000000	1.75	93972	673363	393102	375289	738435	29421	100165	27559	76553	51333	46783	81271	12262	64765	1422	3720	59991	16821	72964	3941	76592	276	
